Airport Name,Flight Date,Origin State,year
JOHN F KENNEDY INTERNATIONAL,1997-07-05,New York,1997
SALT LAKE CITY INTERNATIONAL,1997-07-06,Utah,1997
PHILADELPHIA INTERNATIONAL,1997-07-07,Pennsylvania,1997
JOHN F KENNEDY INTERNATIONAL,1997-07-07,New York,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-07-07,DC,1997
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1997-07-07,Kentucky,1997
NASHVILLE INTERNATIONAL,1997-07-08,Tennessee,1997
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,1997-07-08,Florida,1997
PORTLAND INTERNATIONAL (OR),1997-07-09,Oregon,1997
LOUISVILLE INTERNATIONAL AIRPORT,1997-07-09,Kentucky,1997
LOUISVILLE INTERNATIONAL AIRPORT,1997-07-09,Kentucky,1997
SACRAMENTO INTERNATIONAL,1997-07-09,California,1997
SALT LAKE CITY INTERNATIONAL,1997-07-10,Utah,1997
MINETA SAN JOSE INTERNATIONAL,1997-07-10,California,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-07-11,Texas,1997
NASHVILLE INTERNATIONAL,1997-07-11,Tennessee,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-07-11,Texas,1997
AUSTIN-BERGSTROM INTERNATIONAL,1997-07-11,Texas,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-07-12,North Carolina,1997
LOUISVILLE INTERNATIONAL AIRPORT,1997-07-13,Kentucky,1997
LOS ANGELES INTERNATIONAL,1997-07-13,California,1997
NASHVILLE INTERNATIONAL,1997-07-13,Tennessee,1997
LOS ANGELES INTERNATIONAL,1997-07-15,California,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-07-16,Texas,1997
AUSTIN-BERGSTROM INTERNATIONAL,1997-07-16,Texas,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-07-17,DC,1997
DENVER INTERNATIONAL AIRPORT,1997-07-17,Colorado,1997
NEW ORLEANS INTERNATIONAL,1997-07-18,Louisiana,1997
SEATTLE-TACOMA INTERNATIONAL,1997-07-18,Washington,1997
PORTLAND INTERNATIONAL (OR),1997-07-19,Oregon,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-07-20,Texas,1997
SAN FRANCISCO INTERNATIONAL AIRPORT,1997-07-20,California,1997
DENVER INTERNATIONAL AIRPORT,1997-07-20,Colorado,1997
BARKSDALE AIR FORCE BASE AIRPORT,1997-07-21,Louisiana,1997
NASHVILLE INTERNATIONAL,1997-07-21,Tennessee,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-07-21,Texas,1997
GREATER PITTSBURGH,1997-07-21,Pennsylvania,1997
EPPLEY AIRFIELD,1997-07-23,Nebraska,1997
LOS ANGELES INTERNATIONAL,1997-07-23,California,1997
INDIANAPOLIS INTERNATIONAL,1997-07-24,Indiana,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-07-25,Illinois,1997
BALTIMORE WASH INTERNATIONAL,1997-07-25,Maryland,1997
WILL ROGERS WORLD AIRPORT,1997-07-25,Oklahoma,1997
ORLANDO INTERNATIONAL,1997-07-25,Florida,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-07-25,DC,1997
PHILADELPHIA INTERNATIONAL,1997-07-25,Pennsylvania,1997
MINNEAPOLIS-ST PAUL INTERNATIONAL,1997-07-26,Minnesota,1997
GREATER PITTSBURGH,1997-07-27,Pennsylvania,1997
SAN ANTONIO INTERNATIONAL,1997-07-28,Texas,1997
BALTIMORE WASH INTERNATIONAL,1997-07-29,Maryland,1997
PHILADELPHIA INTERNATIONAL,1997-07-30,Pennsylvania,1997
BALTIMORE WASH INTERNATIONAL,1997-07-30,Maryland,1997
LIHUE AIRPORT,1997-07-30,Hawaii,1997
PHILADELPHIA INTERNATIONAL,1997-07-31,Pennsylvania,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-07-31,Texas,1997
CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,1997-07-31,Ohio,1997
SAN FRANCISCO INTERNATIONAL AIRPORT,1997-08-01,California,1997
CHICAGO MIDWAY INTERNATIONAL AIRPORT,1997-08-01,Illinois,1997
ORLANDO INTERNATIONAL,1997-08-01,Florida,1997
SAN FRANCISCO INTERNATIONAL AIRPORT,1997-08-02,California,1997
WILL ROGERS WORLD AIRPORT,1997-08-02,Oklahoma,1997
CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,1997-08-02,Ohio,1997
KANSAS CITY INTERNATIONAL,1997-08-03,Missouri,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-08-04,Texas,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-08-04,Illinois,1997
PHOENIX SKY HARBOR,1997-08-04,Arizona,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-08-05,Texas,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-08-05,Texas,1997
METRO OAKLAND INTERNATIONAL,1997-08-05,California,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-08-06,Texas,1997
BARKSDALE AIR FORCE BASE AIRPORT,1997-08-06,Louisiana,1997
SACRAMENTO INTERNATIONAL,1997-08-06,California,1997
LAGUARDIA NY,1997-08-06,New York,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-08-06,Illinois,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-08-06,DC,1997
ATLANTA INTERNATIONAL,1997-08-06,Georgia,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-08-07,Illinois,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-08-07,Illinois,1997
CHARLESTON AFB/INTL AIRPORT,1997-08-08,South Carolina,1997
NEWARK LIBERTY INTERNATIONAL AIRPORT,1997-08-08,New Jersey,1997
LOS ANGELES INTERNATIONAL,1997-08-09,California,1997
MINNEAPOLIS-ST PAUL INTERNATIONAL,1997-08-09,Minnesota,1997
KANSAS CITY INTERNATIONAL,1997-08-09,Missouri,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-08-10,Texas,1997
SALT LAKE CITY INTERNATIONAL,1997-08-10,Utah,1997
BALTIMORE WASH INTERNATIONAL,1997-08-10,Maryland,1997
DETROIT METRO WAYNE COUNTY AIRPORT,1997-08-10,Michigan,1997
DENVER INTERNATIONAL AIRPORT,1997-08-11,Colorado,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-08-11,North Carolina,1997
GREATER PITTSBURGH,1997-08-11,Pennsylvania,1997
MEMPHIS INTERNATIONAL,1997-08-12,Tennessee,1997
JOHN F KENNEDY INTERNATIONAL,1997-08-12,New York,1997
GREATER PITTSBURGH,1997-08-12,Pennsylvania,1997
SAN ANTONIO INTERNATIONAL,1997-08-12,Texas,1997
BALTIMORE WASH INTERNATIONAL,1997-08-13,Maryland,1997
LAGUARDIA NY,1997-08-13,New York,1997
SAN FRANCISCO INTERNATIONAL AIRPORT,1997-08-13,California,1997
RONALD REAGAN WASHINGTON NATL,1997-08-14,DC,1997
RONALD REAGAN WASHINGTON NATL,1997-08-14,DC,1997
JOHN F KENNEDY INTERNATIONAL,1997-08-14,New York,1997
CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,1997-08-14,Ohio,1997
SALT LAKE CITY INTERNATIONAL,1997-08-15,Utah,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-08-15,DC,1997
LAGUARDIA NY,1997-08-15,New York,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-08-16,North Carolina,1997
GREATER PITTSBURGH,1997-08-17,Pennsylvania,1997
NEW ORLEANS INTERNATIONAL,1997-08-18,Louisiana,1997
LAGUARDIA NY,1997-08-18,New York,1997
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1997-08-18,Kentucky,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-08-18,Texas,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-08-18,DC,1997
CHICAGO MIDWAY INTERNATIONAL AIRPORT,1997-08-18,Illinois,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-08-18,Illinois,1997
LAGUARDIA NY,1997-08-18,New York,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-08-19,DC,1997
WILL ROGERS WORLD AIRPORT,1997-08-19,Oklahoma,1997
SEATTLE-TACOMA INTERNATIONAL,1997-08-19,Washington,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-08-20,Texas,1997
LAMBERT-ST LOUIS INTERNATIONAL,1997-08-20,Missouri,1997
JOHN F KENNEDY INTERNATIONAL,1997-08-20,New York,1997
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1997-08-20,Kentucky,1997
GREATER PITTSBURGH,1997-08-20,Pennsylvania,1997
PORTLAND INTERNATIONAL (OR),1997-08-21,Oregon,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-08-21,Illinois,1997
NASHVILLE INTERNATIONAL,1997-08-21,Tennessee,1997
SEATTLE-TACOMA INTERNATIONAL,1997-08-21,Washington,1997
ORLANDO INTERNATIONAL,1997-08-21,Florida,1997
HONOLULU INTERNATIONAL AIRPORT,1997-08-21,Hawaii,1997
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1997-08-22,Kentucky,1997
LAMBERT-ST LOUIS INTERNATIONAL,1997-08-22,Missouri,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-08-22,North Carolina,1997
GREATER PITTSBURGH,1997-08-22,Pennsylvania,1997
MEMPHIS INTERNATIONAL,1997-08-23,Tennessee,1997
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,1997-08-23,Florida,1997
MEMPHIS INTERNATIONAL,1997-08-23,Tennessee,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-08-24,Illinois,1997
BALTIMORE WASH INTERNATIONAL,1997-08-24,Maryland,1997
SAN ANTONIO INTERNATIONAL,1997-08-24,Texas,1997
CHARLESTON AFB/INTL AIRPORT,1997-08-24,South Carolina,1997
INDIANAPOLIS INTERNATIONAL,1997-08-24,Indiana,1997
SAN ANTONIO INTERNATIONAL,1997-08-24,Texas,1997
GREATER PITTSBURGH,1997-08-25,Pennsylvania,1997
SALT LAKE CITY INTERNATIONAL,1997-08-25,Utah,1997
MINNEAPOLIS-ST PAUL INTERNATIONAL,1997-08-26,Minnesota,1997
GREATER PITTSBURGH,1997-08-26,Pennsylvania,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-08-26,DC,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-08-27,Illinois,1997
AUSTIN-BERGSTROM INTERNATIONAL,1997-08-27,Texas,1997
SAN FRANCISCO INTERNATIONAL AIRPORT,1997-08-27,California,1997
BARKSDALE AIR FORCE BASE AIRPORT,1997-08-27,Louisiana,1997
NASHVILLE INTERNATIONAL,1997-08-28,Tennessee,1997
LOUISVILLE INTERNATIONAL AIRPORT,1997-08-28,Kentucky,1997
PHILADELPHIA INTERNATIONAL,1997-08-28,Pennsylvania,1997
DETROIT METRO WAYNE COUNTY AIRPORT,1997-08-28,Michigan,1997
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1997-08-28,Kentucky,1997
JOHN F KENNEDY INTERNATIONAL,1997-08-29,New York,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-08-29,DC,1997
CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,1997-08-29,Ohio,1997
LOUISVILLE INTERNATIONAL AIRPORT,1997-08-29,Kentucky,1997
LAMBERT-ST LOUIS INTERNATIONAL,1997-08-30,Missouri,1997
ATLANTA INTERNATIONAL,1997-08-30,Georgia,1997
NASHVILLE INTERNATIONAL,1997-08-31,Tennessee,1997
MEMPHIS INTERNATIONAL,1997-09-01,Tennessee,1997
CHICAGO MIDWAY INTERNATIONAL AIRPORT,1997-09-01,Illinois,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-09-01,DC,1997
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1997-09-01,Kentucky,1997
EPPLEY AIRFIELD,1997-09-01,Nebraska,1997
MINETA SAN JOSE INTERNATIONAL,1997-09-01,California,1997
RONALD REAGAN WASHINGTON NATL,1997-09-02,DC,1997
PHOENIX SKY HARBOR,1997-09-02,Arizona,1997
CHARLESTON AFB/INTL AIRPORT,1997-09-02,South Carolina,1997
BARKSDALE AIR FORCE BASE AIRPORT,1997-09-02,Louisiana,1997
BARKSDALE AIR FORCE BASE AIRPORT,1997-09-02,Louisiana,1997
NASHVILLE INTERNATIONAL,1997-09-02,Tennessee,1997
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1997-09-03,Kentucky,1997
LOUISVILLE INTERNATIONAL AIRPORT,1997-09-03,Kentucky,1997
LOGAN INTERNATIONAL,1997-09-03,Massachusetts,1997
BARKSDALE AIR FORCE BASE AIRPORT,1997-09-04,Louisiana,1997
SACRAMENTO INTERNATIONAL,1997-09-04,California,1997
LOUISVILLE INTERNATIONAL AIRPORT,1997-09-04,Kentucky,1997
HOUSTON-HOBBY,1997-09-05,Texas,1997
SAN FRANCISCO INTERNATIONAL AIRPORT,1997-09-06,California,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-09-06,Illinois,1997
AUSTIN-BERGSTROM INTERNATIONAL,1997-09-06,Texas,1997
DETROIT METRO WAYNE COUNTY AIRPORT,1997-09-07,Michigan,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-09-07,Illinois,1997
LAGUARDIA NY,1997-09-07,New York,1997
INDIANAPOLIS INTERNATIONAL,1997-09-08,Indiana,1997
NEW ORLEANS INTERNATIONAL,1997-09-08,Louisiana,1997
SALT LAKE CITY INTERNATIONAL,1997-09-09,Utah,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-09-09,DC,1997
BARKSDALE AIR FORCE BASE AIRPORT,1997-09-09,Louisiana,1997
SAN ANTONIO INTERNATIONAL,1997-09-09,Texas,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-09-09,Illinois,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-09-09,Illinois,1997
SAN FRANCISCO INTERNATIONAL AIRPORT,1997-09-10,California,1997
ATLANTIC CITY INTERNATIONAL,1997-09-10,New Jersey,1997
INDIANAPOLIS INTERNATIONAL,1997-09-10,Indiana,1997
GREATER PITTSBURGH,1997-09-10,Pennsylvania,1997
SALT LAKE CITY INTERNATIONAL,1997-09-11,Utah,1997
GREATER PITTSBURGH,1997-09-11,Pennsylvania,1997
GREATER PITTSBURGH,1997-09-11,Pennsylvania,1997
DETROIT METRO WAYNE COUNTY AIRPORT,1997-09-11,Michigan,1997
MEMPHIS INTERNATIONAL,1997-09-11,Tennessee,1997
LOS ANGELES INTERNATIONAL,1997-09-12,California,1997
RONALD REAGAN WASHINGTON NATL,1997-09-12,DC,1997
HONOLULU INTERNATIONAL AIRPORT,1997-09-12,Hawaii,1997
LAMBERT-ST LOUIS INTERNATIONAL,1997-09-12,Missouri,1997
GREATER PITTSBURGH,1997-09-13,Pennsylvania,1997
ATLANTIC CITY INTERNATIONAL,1997-09-13,New Jersey,1997
INDIANAPOLIS INTERNATIONAL,1997-09-14,Indiana,1997
NEWARK LIBERTY INTERNATIONAL AIRPORT,1997-09-14,New Jersey,1997
JOHN F KENNEDY INTERNATIONAL,1997-09-14,New York,1997
CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,1997-09-15,Ohio,1997
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1997-09-16,Kentucky,1997
BALTIMORE WASH INTERNATIONAL,1997-09-16,Maryland,1997
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1997-09-17,Kentucky,1997
KANSAS CITY INTERNATIONAL,1997-09-18,Missouri,1997
ATLANTA INTERNATIONAL,1997-09-18,Georgia,1997
RONALD REAGAN WASHINGTON NATL,1997-09-18,DC,1997
HOUSTON-HOBBY,1997-09-18,Texas,1997
INDIANAPOLIS INTERNATIONAL,1997-09-18,Indiana,1997
DENVER INTERNATIONAL AIRPORT,1997-09-18,Colorado,1997
DENVER INTERNATIONAL AIRPORT,1997-09-18,Colorado,1997
MEMPHIS INTERNATIONAL,1997-09-18,Tennessee,1997
LOUISVILLE INTERNATIONAL AIRPORT,1997-09-18,Kentucky,1997
SACRAMENTO INTERNATIONAL,1997-09-19,California,1997
LOS ANGELES INTERNATIONAL,1997-09-19,California,1997
DENVER INTERNATIONAL AIRPORT,1997-09-20,Colorado,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-09-20,Illinois,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-09-21,Texas,1997
DETROIT METRO WAYNE COUNTY AIRPORT,1997-09-21,Michigan,1997
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1997-09-21,Kentucky,1997
HONOLULU INTERNATIONAL AIRPORT,1997-09-21,Hawaii,1997
GREATER PITTSBURGH,1997-09-22,Pennsylvania,1997
SALT LAKE CITY INTERNATIONAL,1997-09-22,Utah,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-09-22,Texas,1997
LOS ANGELES INTERNATIONAL,1997-09-22,California,1997
PORTLAND INTERNATIONAL (OR),1997-09-22,Oregon,1997
SEATTLE-TACOMA INTERNATIONAL,1997-09-23,Washington,1997
LOS ANGELES INTERNATIONAL,1997-09-24,California,1997
SAN ANTONIO INTERNATIONAL,1997-09-24,Texas,1997
SAN FRANCISCO INTERNATIONAL AIRPORT,1997-09-25,California,1997
JOHN F KENNEDY INTERNATIONAL,1997-09-25,New York,1997
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1997-09-25,Kentucky,1997
SAN ANTONIO INTERNATIONAL,1997-09-25,Texas,1997
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1997-09-25,Kentucky,1997
PORTLAND INTERNATIONAL (OR),1997-09-26,Oregon,1997
RONALD REAGAN WASHINGTON NATL,1997-09-26,DC,1997
HONOLULU INTERNATIONAL AIRPORT,1997-09-26,Hawaii,1997
JOHN F KENNEDY INTERNATIONAL,1997-09-26,New York,1997
PORTLAND INTERNATIONAL (OR),1997-09-26,Oregon,1997
LOGAN INTERNATIONAL,1997-09-26,Massachusetts,1997
LOUISVILLE INTERNATIONAL AIRPORT,1997-09-26,Kentucky,1997
LIHUE AIRPORT,1997-09-26,Hawaii,1997
NEWARK LIBERTY INTERNATIONAL AIRPORT,1997-09-27,New Jersey,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-09-27,North Carolina,1997
JOHN F KENNEDY INTERNATIONAL,1997-09-27,New York,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-09-27,DC,1997
JOHN F KENNEDY INTERNATIONAL,1997-09-28,New York,1997
SALT LAKE CITY INTERNATIONAL,1997-09-28,Utah,1997
LOS ANGELES INTERNATIONAL,1997-09-28,California,1997
WILL ROGERS WORLD AIRPORT,1997-09-28,Oklahoma,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-09-28,Texas,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-09-28,Texas,1997
RONALD REAGAN WASHINGTON NATL,1997-09-29,DC,1997
ATLANTA INTERNATIONAL,1997-09-29,Georgia,1997
JOHN F KENNEDY INTERNATIONAL,1997-09-29,New York,1997
ORLANDO INTERNATIONAL,1997-09-29,Florida,1997
MEMPHIS INTERNATIONAL,1997-09-30,Tennessee,1997
GREATER PITTSBURGH,1997-09-30,Pennsylvania,1997
EPPLEY AIRFIELD,1997-09-30,Nebraska,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-09-30,Texas,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-09-30,Illinois,1997
JOHN F KENNEDY INTERNATIONAL,1997-09-30,New York,1997
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,1997-10-01,Florida,1997
LOUISVILLE INTERNATIONAL AIRPORT,1997-10-01,Kentucky,1997
LOUISVILLE INTERNATIONAL AIRPORT,1997-10-01,Kentucky,1997
JOHN F KENNEDY INTERNATIONAL,1997-10-01,New York,1997
JOHN F KENNEDY INTERNATIONAL,1997-10-01,New York,1997
JOHN F KENNEDY INTERNATIONAL,1997-10-01,New York,1997
JOHN F KENNEDY INTERNATIONAL,1997-10-01,New York,1997
SACRAMENTO INTERNATIONAL,1997-10-01,California,1997
TETERBORO AIRPORT,1997-10-01,New Jersey,1997
HOUSTON-HOBBY,1997-10-01,Texas,1997
ATLANTA INTERNATIONAL,1997-10-02,Georgia,1997
NASHVILLE INTERNATIONAL,1997-10-02,Tennessee,1997
HONOLULU INTERNATIONAL AIRPORT,1997-10-02,Hawaii,1997
MINETA SAN JOSE INTERNATIONAL,1997-10-02,California,1997
SACRAMENTO INTERNATIONAL,1997-10-02,California,1997
ORLANDO INTERNATIONAL,1997-10-02,Florida,1997
BALTIMORE WASH INTERNATIONAL,1997-10-02,Maryland,1997
NEWARK LIBERTY INTERNATIONAL AIRPORT,1997-10-02,New Jersey,1997
JOHN F KENNEDY INTERNATIONAL,1997-10-03,New York,1997
NEWARK LIBERTY INTERNATIONAL AIRPORT,1997-10-03,New Jersey,1997
SALT LAKE CITY INTERNATIONAL,1997-10-04,Utah,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-10-04,North Carolina,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-10-04,North Carolina,1997
LIHUE AIRPORT,1997-10-04,Hawaii,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-10-05,DC,1997
DENVER INTERNATIONAL AIRPORT,1997-10-05,Colorado,1997
LOGAN INTERNATIONAL,1997-10-05,Massachusetts,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-10-05,DC,1997
MINNEAPOLIS-ST PAUL INTERNATIONAL,1997-10-06,Minnesota,1997
NEWARK LIBERTY INTERNATIONAL AIRPORT,1997-10-06,New Jersey,1997
LIHUE AIRPORT,1997-10-06,Hawaii,1997
LOGAN INTERNATIONAL,1997-10-06,Massachusetts,1997
CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,1997-10-07,Ohio,1997
GREATER PITTSBURGH,1997-10-07,Pennsylvania,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-10-07,North Carolina,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-10-07,Texas,1997
PHILADELPHIA INTERNATIONAL,1997-10-07,Pennsylvania,1997
LAGUARDIA NY,1997-10-08,New York,1997
BARKSDALE AIR FORCE BASE AIRPORT,1997-10-08,Louisiana,1997
PHILADELPHIA INTERNATIONAL,1997-10-09,Pennsylvania,1997
HONOLULU INTERNATIONAL AIRPORT,1997-10-09,Hawaii,1997
EPPLEY AIRFIELD,1997-10-09,Nebraska,1997
SAN ANTONIO INTERNATIONAL,1997-10-09,Texas,1997
AUSTIN-BERGSTROM INTERNATIONAL,1997-10-09,Texas,1997
BALTIMORE WASH INTERNATIONAL,1997-10-10,Maryland,1997
RONALD REAGAN WASHINGTON NATL,1997-10-10,DC,1997
LOGAN INTERNATIONAL,1997-10-10,Massachusetts,1997
RONALD REAGAN WASHINGTON NATL,1997-10-10,DC,1997
LOUISVILLE INTERNATIONAL AIRPORT,1997-10-10,Kentucky,1997
LIHUE AIRPORT,1997-10-10,Hawaii,1997
INDIANAPOLIS INTERNATIONAL,1997-10-10,Indiana,1997
ATLANTA INTERNATIONAL,1997-10-11,Georgia,1997
EPPLEY AIRFIELD,1997-10-11,Nebraska,1997
EPPLEY AIRFIELD,1997-10-11,Nebraska,1997
GREATER PITTSBURGH,1997-10-11,Pennsylvania,1997
PORTLAND INTERNATIONAL (OR),1997-10-12,Oregon,1997
SACRAMENTO INTERNATIONAL,1997-10-12,California,1997
HONOLULU INTERNATIONAL AIRPORT,1997-10-12,Hawaii,1997
HOUSTON-HOBBY,1997-10-12,Texas,1997
LOGAN INTERNATIONAL,1997-10-13,Massachusetts,1997
MINETA SAN JOSE INTERNATIONAL,1997-10-13,California,1997
SEATTLE-TACOMA INTERNATIONAL,1997-10-13,Washington,1997
LIHUE AIRPORT,1997-10-13,Hawaii,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-10-13,Texas,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-10-13,Texas,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-10-13,DC,1997
KANSAS CITY INTERNATIONAL,1997-10-13,Missouri,1997
SAN ANTONIO INTERNATIONAL,1997-10-13,Texas,1997
MEMPHIS INTERNATIONAL,1997-10-13,Tennessee,1997
SAN FRANCISCO INTERNATIONAL AIRPORT,1997-10-14,California,1997
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,1997-10-14,Florida,1997
LIHUE AIRPORT,1997-10-14,Hawaii,1997
GREATER PITTSBURGH,1997-10-14,Pennsylvania,1997
MEMPHIS INTERNATIONAL,1997-10-14,Tennessee,1997
ATLANTA INTERNATIONAL,1997-10-14,Georgia,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-10-15,North Carolina,1997
NEW ORLEANS INTERNATIONAL,1997-10-15,Louisiana,1997
LOS ANGELES INTERNATIONAL,1997-10-15,California,1997
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1997-10-15,Kentucky,1997
PHOENIX SKY HARBOR,1997-10-16,Arizona,1997
JOHN F KENNEDY INTERNATIONAL,1997-10-16,New York,1997
NEWARK LIBERTY INTERNATIONAL AIRPORT,1997-10-16,New Jersey,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-10-17,Texas,1997
NEWARK LIBERTY INTERNATIONAL AIRPORT,1997-10-17,New Jersey,1997
LOS ANGELES INTERNATIONAL,1997-10-17,California,1997
LOUISVILLE INTERNATIONAL AIRPORT,1997-10-18,Kentucky,1997
NEW ORLEANS INTERNATIONAL,1997-10-18,Louisiana,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-10-18,North Carolina,1997
HONOLULU INTERNATIONAL AIRPORT,1997-10-19,Hawaii,1997
SAN ANTONIO INTERNATIONAL,1997-10-19,Texas,1997
LOGAN INTERNATIONAL,1997-10-19,Massachusetts,1997
TETERBORO AIRPORT,1997-10-20,New Jersey,1997
NEW ORLEANS INTERNATIONAL,1997-10-20,Louisiana,1997
LAMBERT-ST LOUIS INTERNATIONAL,1997-10-20,Missouri,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-10-20,Texas,1997
MINNEAPOLIS-ST PAUL INTERNATIONAL,1997-10-20,Minnesota,1997
INDIANAPOLIS INTERNATIONAL,1997-10-20,Indiana,1997
JOHN F KENNEDY INTERNATIONAL,1997-10-21,New York,1997
RONALD REAGAN WASHINGTON NATL,1997-10-21,DC,1997
JOHN F KENNEDY INTERNATIONAL,1997-10-21,New York,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-10-22,DC,1997
HONOLULU INTERNATIONAL AIRPORT,1997-10-22,Hawaii,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-10-22,Texas,1997
SACRAMENTO INTERNATIONAL,1997-10-23,California,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-10-23,North Carolina,1997
AUSTIN-BERGSTROM INTERNATIONAL,1997-10-23,Texas,1997
